0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	598905	1197716	1197716	1796340	1796340	1796340	1796340	
0	0	0	8987457	17974809	20371554	29358695	29358695	29358695	29358695	
0	0	0	5391943	10783645	11982018	17373238	17373238	17373238	17373238	
0	0	0	8987357	17974577	20371322	29358267	29358267	29358267	29358267	
0	0	0	0	0	0	0	1520284	1520284	1520284	
0	0	0	4792970	9585772	10784144	15576610	15576610	15576610	15576610	
0	0	0	5391559	10782751	11981124	17371582	17371582	17371582	17371582	
0	0	0	8987156	17974112	20370857	29357412	29357412	29357412	29357412	
0	0	0	4792840	9585470	10783842	15576052	16118839	16118839	16118839	
0	0	0	0	0	0	0	535742	535742	535742	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	
